app,msgid,context,locations,comments,ct_app,po_translation,runtime_translation,effective_translation,proposed_translation,domain,priority,a1_status,a1_reviewer,a1_notes,a2_status,a2_reviewer,a2_notes,a3_status,a3_reviewer,a3_notes,qa_flags,cross_app_conflict,release_status,references
erpnext,Select Items up to Delivery Date,,,,erpnext,,تحديد الأصناف حتى تاريخ التسليم,تحديد الأصناف حتى تاريخ التسليم,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item {0} ignored since it is not a stock item,,,,erpnext,تم تجاهل الصنف {0} لأنه ليس بند مخزون,,تم تجاهل الصنف {0} لأنه ليس بند مخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Sets 'Source Warehouse' in each row of the items table.,,,,erpnext,يعيّن &quot;مستودع المصدر&quot; في كل صف من جدول العناصر.,,يعيّن &quot;مستودع المصدر&quot; في كل صف من جدول العناصر.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"<p>Price List Rate has not been set as editable in Selling Settings. In this scenario, setting <strong>Update Price List Based On</strong> to <strong>Price List Rate</strong> will prevent auto-updation of Item Price.</p>Are you sure you want to continue?",,,,erpnext,,,,,inventory,missing,,,,,,,,,,html_imbalance,,Pending,
erpnext,PO Supplied Item,,,,erpnext,PO الموردة البند,,PO الموردة البند,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Please set actual demand or sales forecast to generate Material Requirements Planning Report.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Blanket Order Item,,,,erpnext,صنف أمر بطانية,,صنف أمر بطانية,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item Weight Details,,,,erpnext,تفاصيل وزن الصنف,,تفاصيل وزن الصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Items Filter,,,,erpnext,تصفية الاصناف,,تصفية الاصناف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Sales Order required for Item {0},,,,erpnext,طلب البيع مطلوب للبند {0}\n<br>\nSales Order required for Item {0},,طلب البيع مطلوب للبند {0}\n<br>\nSales Order required for Item {0},,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,<b>Row #{0}:</b> Bundle {1} in warehouse {2} has insufficient packed items:<br><div style='margin-top: 15px;'><ul style='line-height: 0.8;'>{3}</ul></div>,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch;html_imbalance,,Pending,
erpnext,Consumed Items Cost,,,,erpnext,,تكلفة الأصناف المستهلكة,تكلفة الأصناف المستهلكة,,inventory,missing,,,,,,,,,,,,Pending,
frappe,Open list item,Description of a list view shortcut,,,frappe,فتح عنصر القائمة,,فتح عنصر القائمة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item is mandatory in Raw Materials table.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"Select whether to get items from a Sales Order or a Material Request. For now select <b>Sales Order</b>.
 A Production Plan can also be created manually where you can select the Items to manufacture.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,html_imbalance,,Pending,
erpnext,Please supply the specified items at the best possible rates,,,,erpnext,يرجى تزويدنا بالبنود المحددة بأفضل الأسعار الممكنة,,يرجى تزويدنا بالبنود المحددة بأفضل الأسعار الممكنة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"Cannot delete Serial No {0}, as it is used in stock transactions",,,,erpnext,لا يمكن حذف الرقم التسلسلي {0}، لانه يتم استخدامها في قيود المخزون,,لا يمكن حذف الرقم التسلسلي {0}، لانه يتم استخدامها في قيود المخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Group Warehouses cannot be used in transactions. Please change the value of {0},,,,erpnext,لا يمكن استخدام مستودعات المجموعة في المعاملات. يرجى تغيير قيمة {0},,لا يمكن استخدام مستودعات المجموعة في المعاملات. يرجى تغيير قيمة {0},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"If you {0} {1} quantities of the item {2}, the scheme {3} will be applied on the item.",,,,erpnext,إذا قمت {0} {1} بكميات العنصر {2} ، فسيتم تطبيق المخطط {3} على العنصر.,,إذا قمت {0} {1} بكميات العنصر {2} ، فسيتم تطبيق المخطط {3} على العنصر.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Accepted Qty in Stock UOM,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{idx}: {field_label} can not be negative for item {item_code}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Item rate has been updated to zero as Allow Zero Valuation Rate is checked for item {0},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Purchase Order Analysis,,,,erpnext,تحليل أوامر الشراء,,تحليل أوامر الشراء,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Please select a Warehouse,,,,erpnext,,يرجى تحديد مستودع,يرجى تحديد مستودع,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Please select BOM in BOM field for Item {item_code}.,,,,erpnext,يرجى تحديد قائمة المواد في الحقل (قائمة المواد) للبند {item_code}.,,يرجى تحديد قائمة المواد في الحقل (قائمة المواد) للبند {item_code}.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Material Receipt,,,,erpnext,أستلام مواد,,أستلام مواد,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Enable it if users want to consider rejected materials to dispatch.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Excess Materials Consumed,,,,erpnext,,مواد زائدة مستهلكة,مواد زائدة مستهلكة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"Stock Closing Entry {0} has been queued for processing, system will take sometime to complete it.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Sales Forecast Item,,,,erpnext,,عنصر توقع المبيعات,عنصر توقع المبيعات,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Safety Stock,,,,erpnext,مخزونات السلامة,,مخزونات السلامة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,New Purchase Orders,,,,erpnext,أوامر شراء جديدة,,أوامر شراء جديدة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Reservation Entry,,,,erpnext,,قيد حجز المخزون,قيد حجز المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"On submission of the stock transaction, system will auto create the Serial and Batch Bundle based on the Serial No / Batch fields.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Sets 'Rejected Warehouse' in each row of the Items table.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Please enter Item first,,,,erpnext,الرجاء إدخال البند أولا,,الرجاء إدخال البند أولا,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Items for Raw Material Request,,,,erpnext,عناصر لطلب المواد الخام,,عناصر لطلب المواد الخام,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Link to Material Request,,,,erpnext,رابط لطلب المواد,,رابط لطلب المواد,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Material Request Detail,,,,erpnext,المواد طلب التفاصيل,,المواد طلب التفاصيل,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,No items to be received are overdue,,,,erpnext,لا توجد عناصر يتم استلامها متأخرة,,لا توجد عناصر يتم استلامها متأخرة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Warning: Material Requested Qty is less than Minimum Order Qty,,,,erpnext,تحذير : كمية المواد المطلوبة  هي أقل من الحد الأدنى للطلب الكمية,,تحذير : كمية المواد المطلوبة  هي أقل من الحد الأدنى للطلب الكمية,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Is Scrap Item,,,,erpnext,,صنف هالك,صنف هالك,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Items to Manufacture are required to pull the Raw Materials associated with it.,,,,erpnext,العناصر المطلوب تصنيعها لسحب المواد الخام المرتبطة بها.,,العناصر المطلوب تصنيعها لسحب المواد الخام المرتبطة بها.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Row {0}: user has not applied the rule {1} on the item {2},,,,erpnext,الصف {0}: لم يطبق المستخدم القاعدة {1} على العنصر {2},,الصف {0}: لم يطبق المستخدم القاعدة {1} على العنصر {2},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Show Dimension Wise Stock,,,,erpnext,,إظهار المخزون حسب البُعد,إظهار المخزون حسب البُعد,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"To include sub-assembly costs and scrap items in Finished Goods on a work order without using a job card, when the 'Use Multi-Level BOM' option is enabled.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Invalid Source and Target Warehouse,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Purchases,,,,erpnext,,المشتريات,المشتريات,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Please select the Finished Good Item against which this Customer Provided Item will be used.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Row #{0}: Stock is reserved for item {1} in warehouse {2}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Item name,,,,erpnext,اسم السلعة,,اسم السلعة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Please select BOM for Item in Row {0},,,,erpnext,الرجاء تحديد قائمة المواد للبند في الصف {0},,الرجاء تحديد قائمة المواد للبند في الصف {0},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Extra Material Transfer,,,,erpnext,,نقل مواد إضافي,نقل مواد إضافي,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,To include non-stock items in the material request planning. i.e. Items for which 'Maintain Stock' checkbox is unticked.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Accepted Warehouse,,,,erpnext,مستودع مقبول,,مستودع مقبول,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Planning,,,,erpnext,,تخطيط المخزون,تخطيط المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item Price added for {0} in Price List {1},,,,erpnext,تم اضافتة سعر الصنف لـ {0} في قائمة الأسعار {1},,تم اضافتة سعر الصنف لـ {0} في قائمة الأسعار {1},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock and Manufacturing,,,,erpnext,,المخزون والتصنيع,المخزون والتصنيع,,inventory,missing,,,,,,,,,,,,Pending,
frappe,Sidebar Items,,,,frappe,عناصر الشريط الجانبي,,عناصر الشريط الجانبي,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Closing Balance,,,,erpnext,,رصيد إغلاق المخزون,رصيد إغلاق المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,All Item Groups,,,,erpnext,كل مجموعات الأصناف,,كل مجموعات الأصناف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Validate Negative Stock,,,,erpnext,,التحقق من المخزون السالب,التحقق من المخزون السالب,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item Variant Attribute,,,,erpnext,وصف متغير الصنف,,وصف متغير الصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Partially Reserved,,,,erpnext,,مخزون محجوز جزئيا,مخزون محجوز جزئيا,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Purchase Order Required for item {},,,,erpnext,طلب الشراء مطلوب للعنصر {},,طلب الشراء مطلوب للعنصر {},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Please select items to unreserve.,,,,erpnext,,يرجى تحديد الأصناف المطلوب إلغاء حجزها.,يرجى تحديد الأصناف المطلوب إلغاء حجزها.,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Purchase Receipt,,,,erpnext,إستلام المشتريات,إيصال شراء,إيصال شراء,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Transfer Materials For Warehouse {0},,,,erpnext,نقل المواد للمستودع {0},,نقل المواد للمستودع {0},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Serial No is mandatory for Item {0},,,,erpnext,رقم المسلسل إلزامي القطعة ل {0},,رقم المسلسل إلزامي القطعة ل {0},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Show Disabled Items,,,,erpnext,,إظهار الأصناف المعطلة,إظهار الأصناف المعطلة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Balance Stock Qty,,,,erpnext,,كمية رصيد المخزون,كمية رصيد المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Delayed Item Report,,,,erpnext,تأخر تقرير البند,,تأخر تقرير البند,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Please select a valid Purchase Order that has Service Items.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Please select Item Code in Assembly Items,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Item Wise Tax Details,,,,erpnext,,تفاصيل الضريبة حسب الصنف,تفاصيل الضريبة حسب الصنف,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Qty of raw materials will be decided based on the qty of the Finished Goods Item,,,,erpnext,سيتم تحديد كمية المواد الخام بناءً على الكمية الخاصة ببند البضائع النهائية,,سيتم تحديد كمية المواد الخام بناءً على الكمية الخاصة ببند البضائع النهائية,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Please enter Warehouse and Date,,,,erpnext,الرجاء إدخال المستودع والتاريخ,,الرجاء إدخال المستودع والتاريخ,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"The warehouse where you store your raw materials. Each required item can have a separate source warehouse. Group warehouse also can be selected as source warehouse. On submission of the Work Order, the raw materials will be reserved in these warehouses for production usage.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Include Non Stock Items,,,,erpnext,تشمل الاصناف الغير مخزنية,,تشمل الاصناف الغير مخزنية,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Packed Item,,,,erpnext,عنصر معبأ,,عنصر معبأ,,inventory,pending,,,,,,,,,,,,Approved,
