source_text,translated_text,quorum_decision,disposition_rationale,decision_ref,proposal_sha256
Total Holidays,إجمالي العطلات,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Transaction Deletion Document: {0} is running for this Company. {1},مستند حذف المعاملات: {0} قيد التشغيل لهذه الشركة. {1},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Transaction Deletion Record,سجل حذف المعاملة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Transaction Deletion Record Item,عنصر سجل حذف المعاملة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Transportation,النقل والمواصلات,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Unit,الوحدة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
"Upon enabling this, the JV will be submitted for a different exchange rate.",عند تفعيل هذا الخيار، سيتم تقديم قيد اليومية بسعر صرف مختلف.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
User Forum,منتدى المستخدمين,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
User {0}: Removed Employee Self Service role as there is no mapped employee.,المستخدم {0}: تمت إزالة دور الخدمة الذاتية للموظف لعدم وجود موظف مرتبط.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
User {0}: Removed Employee role as there is no mapped employee.,المستخدم {0}: تمت إزالة دور الموظف لعدم وجود موظف مرتبط.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Vara,فارا,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Venture Capital,رأس المال الجريء,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Versta,فيرستا,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Vice President,نائب الرئيس,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Volt-Ampere,,EXCEPTION-technical (keep vendor rendering; no translation),Technical UOM/force unit token; retain vendor rendering; no catalog release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Walk In,زائر مباشر,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Watt,واط,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Watt-Hour,,EXCEPTION-technical (keep vendor rendering; no translation),Technical UOM/force unit token; retain vendor rendering; no catalog release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Wavelength In Gigametres,الطول الموجي بالجيجامتر,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Wavelength In Kilometres,الطول الموجي بالكيلومتر,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Wavelength In Megametres,الطول الموجي بالميجامتر,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
Yard,ياردة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
{0} currency must be same as company's default currency. Please select another account.,يجب أن تكون عملة {0} مطابقة لعملة الشركة الافتراضية. يُرجى تحديد حساب آخر.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
{0} entered twice {1} in Item Taxes,تم إدخال {0} مرتين {1} في ضرائب الأصناف,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
{0} is already running for {1},{0} قيد التشغيل بالفعل لـ {1},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
{0} is not running. Cannot trigger events for this Document,{0} ليس قيد التشغيل. لا يمكن تشغيل الأحداث لهذا المستند,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
{0}: {1} is a group account.,{0}: {1} حساب تجميعي.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,7b0a4215c710d0c7f9469ee76d3be7ea1d964767d605acd465282294e7578970
