app,msgid,msgstr,context,locations,comments,skip,review_notes
erpnext,"<table class=""table table-bordered table-condensed"">
<thead>
  <tr>
         <th class=""table-sr"" style=""width: 50%;"">Child Document</th>
         <th class=""table-sr"" style=""width: 50%;"">Non Child Document</th>
   </tr>
</thead>
<tbody>
<tr>
         <td>
                  <p> To access parent document field use parent.fieldname and to access child table document field use doc.fieldname </p>

         </td>
         <td>
                    <p>To access document field use doc.fieldname </p>
         </td>
</tr>
<tr>
        <td>
                   <p><b>Example: </b> parent.doctype == ""Stock Entry"" and doc.item_code == ""Test"" </p>

        </td>
         <td>
                   <p><b>Example: </b> doc.doctype == ""Stock Entry"" and doc.purpose == ""Manufacture""</p>    
          </td>
</tr>

</tbody>
</table>






",,,erpnext/stock/doctype/inventory_dimension/inventory_dimension.json:None,Content of the 'html_19' (HTML) field in DocType 'Inventory Dimension',,
erpnext,A - B,,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:213; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:116,,,
erpnext,A - C,,,erpnext/stock/report/fifo_queue_vs_qty_after_transaction_comparison/fifo_queue_vs_qty_after_transaction_comparison.py:189; erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:228; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:131,,,
erpnext,A Holiday List can be added to exclude counting these days for the Workstation.,,,erpnext/manufacturing/doctype/workstation/workstation.js:73,,,
erpnext,A Packing Slip can only be created for Draft Delivery Note.,,,erpnext/stock/doctype/packing_slip/packing_slip.py:84,,,
erpnext,"A Price List is a collection of Item Prices either Selling, Buying, or both",,,erpnext/stock/doctype/price_list/price_list.json:None,Description of a DocType,,
erpnext,"A Product or a Service that is bought, sold or kept in stock.",,,erpnext/stock/doctype/item/item.json:None,Description of a DocType,,
erpnext,A Reconciliation Job {0} is running for the same filters. Cannot reconcile now,,,erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.py:560,,,
erpnext,A Reverse Journal Entry {0} already exists for this Journal Entry.,,,erpnext/accounts/doctype/journal_entry/journal_entry.py:1952,,,
erpnext,A Transaction Deletion Document: {0} is triggered for {0},,,erpnext/setup/doctype/company/company.py:1078,,,
erpnext,A condition for a Shipping Rule,,,erpnext/accounts/doctype/shipping_rule_condition/shipping_rule_condition.json:None,Description of a DocType,,
erpnext,A customer must have primary contact email.,,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.json:None,Description of the 'Send To Primary Contact' (Check) field in DocType | 'Process Statement Of Accounts',,
erpnext,A driver must be set to submit.,,,erpnext/stock/doctype/delivery_trip/delivery_trip.py:55,,,
erpnext,A logical Warehouse against which stock entries are made.,,,erpnext/stock/doctype/warehouse/warehouse.json:None,Description of a DocType,,
erpnext,A naming series conflict occurred while creating serial numbers. Please change the naming series for the item {0}.,,,erpnext/stock/serial_batch_bundle.py:1440,,,
erpnext,A template with tax category {0} already exists. Only one template is allowed with each tax category,,,erpnext/accounts/doctype/sales_taxes_and_charges_template/sales_taxes_and_charges_template.py:96,,,
erpnext,A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,,,erpnext/setup/doctype/sales_partner/sales_partner.json:None,Description of a DocType,,
erpnext,ACC-PINV-.YYYY.-,,,erpnext/regional/doctype/import_supplier_invoice/import_supplier_invoice.json:None,Option for the 'Invoice Series' (Select) field in DocType 'Import Supplier | Invoice',,
erpnext,AMC Expiry (Serial),,,erpnext/stock/report/serial_no_and_batch_traceability/serial_no_and_batch_traceability.py:548,,,
erpnext,API Details,,,erpnext/accounts/doctype/currency_exchange_settings/currency_exchange_settings.json:None,Label of the api_details_section (Section Break) field in DocType 'Currency | Exchange Settings',,
erpnext,AWB Number,,,erpnext/stock/doctype/shipment/shipment.json:None,Label of the awb_number (Data) field in DocType 'Shipment',,
erpnext,Abampere,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Abbr,الاختصار,,erpnext/setup/doctype/company/company.json:None,Label of the abbr (Data) field in DocType 'Company',,reviewed_glossary
erpnext,Abbreviation: {0} must appear only once,,,erpnext/stock/doctype/item_attribute/item_attribute.py:113,,,
erpnext,Above 120 Days,أكثر من 120 يوما,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.html:116; erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:364,,,reviewed_glossary
erpnext,Acceptance Criteria Formula,,,erpnext/stock/doctype/item_quality_inspection_parameter/item_quality_inspection_parameter.json:None; erpnext/stock/doctype/quality_inspection_reading/quality_inspection_reading.json:None,Label of the acceptance_formula (Code) field in DocType 'Item Quality | Inspection Parameter' | Label of the acceptance_formula (Code) field in DocType 'Quality Inspection | Reading',,
erpnext,Acceptance Criteria Value,,,erpnext/stock/doctype/item_quality_inspection_parameter/item_quality_inspection_parameter.json:None; erpnext/stock/doctype/quality_inspection_reading/quality_inspection_reading.json:None,Label of the value (Data) field in DocType 'Item Quality Inspection | Parameter' | Label of the value (Data) field in DocType 'Quality Inspection Reading',,
erpnext,Accepted Qty in Stock UOM,,,erpnext/accounts/doctype/purchase_invoice_item/purchase_invoice_item.json:None; erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None,Label of the stock_qty (Float) field in DocType 'Purchase Invoice Item' | Label of the stock_qty (Float) field in DocType 'Purchase Receipt Item',,
erpnext,Access Key,,,erpnext/accounts/doctype/currency_exchange_settings/currency_exchange_settings.json:None,Label of the access_key (Data) field in DocType 'Currency Exchange Settings',,
erpnext,Access Key is required for Service Provider: {0},,,erpnext/accounts/doctype/currency_exchange_settings/currency_exchange_settings.py:48,,,
erpnext,According to CEFACT/ICG/2010/IC013 or CEFACT/ICG/2010/IC010,,,erpnext/setup/doctype/uom/uom.json:None,Description of the 'Common Code' (Data) field in DocType 'UOM',,
erpnext,"According to the BOM {0}, the Item '{1}' is missing in the stock entry.",,,erpnext/stock/doctype/stock_entry/stock_entry.py:939,,,
erpnext,Account Category,فئة الحساب,,erpnext/accounts/doctype/account/account.json:None; erpnext/accounts/doctype/account/account_tree.js:166; erpnext/accounts/doctype/account_category/account_category.json:None,Label of the account_category (Link) field in DocType 'Account' | Name of a DocType,,reviewed_glossary
erpnext,Account Category Name,اسم فئة الحساب,,erpnext/accounts/doctype/account_category/account_category.json:None,Label of the account_category_name (Data) field in DocType 'Account | Category',,reviewed_glossary
erpnext,Account Closing Balance,رصيد إغلاق الحساب,,erpnext/accounts/doctype/account_closing_balance/account_closing_balance.json:None,Name of a DocType,,reviewed_glossary
erpnext,Account Currency (From),عملة الحساب (من),,erpnext/accounts/doctype/payment_entry/payment_entry.json:None,Label of the paid_from_account_currency (Link) field in DocType 'Payment | Entry',,reviewed_glossary
erpnext,Account Currency (To),عملة الحساب (إلى),,erpnext/accounts/doctype/payment_entry/payment_entry.json:None,Label of the paid_to_account_currency (Link) field in DocType 'Payment | Entry',,reviewed_glossary
erpnext,Account Data,بيانات الحساب,,erpnext/accounts/doctype/financial_report_row/financial_report_row.json:None,Option for the 'Data Source' (Select) field in DocType 'Financial Report | Row',,reviewed_glossary
erpnext,Account Detail Level,مستوى تفاصيل الحساب,,erpnext/accounts/report/balance_sheet/balance_sheet.js:20; erpnext/accounts/report/cash_flow/cash_flow.js:29; erpnext/accounts/report/custom_financial_statement/custom_financial_statement.js:21; erpnext/accounts/report/profit_and_loss_statement/profit_and_loss_statement.js:20,,,reviewed_glossary
erpnext,Account Head,رأس الحساب,,erpnext/accounts/doctype/advance_tax/advance_tax.json:None; erpnext/accounts/doctype/advance_taxes_and_charges/advance_taxes_and_charges.json:None; erpnext/accounts/doctype/pos_closing_entry_taxes/pos_closing_entry_taxes.json:None; erpnext/accounts/doctype/purchase_taxes_and_charges/purchase_taxes_and_charges.json:None; erpnext/accounts/doctype/sales_taxes_and_charges/sales_taxes_and_charges.json:None,Label of the account_head (Link) field in DocType 'Advance Tax' | Label of the account_head (Link) field in DocType 'Advance Taxes and | Charges' | Label of the account_head (Link) field in DocType 'POS Closing Entry Taxes' | Label of the account_head (Link) field in DocType 'Purchase Taxes and | Label of the account_head (Link) field in DocType 'Sales Taxes and Charges',,reviewed_glossary
erpnext,Account Opening Balance,رصيد افتتاح الحساب,,erpnext/accounts/doctype/bank_reconciliation_tool/bank_reconciliation_tool.json:None,Label of the account_opening_balance (Currency) field in DocType 'Bank | Reconciliation Tool',,reviewed_glossary
erpnext,Account is mandatory,,,erpnext/accounts/doctype/budget/budget.py:150,,,
erpnext,Account not Found,,,erpnext/assets/doctype/asset/asset.py:883,,,
erpnext,Account {0} added multiple times,,,erpnext/accounts/doctype/tax_withholding_category/tax_withholding_category.py:67,,,
erpnext,Account {0} cannot be converted to Group as it is already set as {1} for {2}.,,,erpnext/accounts/doctype/account/account.py:291,,,
erpnext,Account {0} cannot be disabled as it is already set as {1} for {2}.,,,erpnext/accounts/doctype/account/account.py:288,,,
erpnext,Account {0} does not belong to company {1},,,erpnext/accounts/doctype/budget/budget.py:159,,,
erpnext,Account {0} doesn't belong to Company {1},,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts.py:138,,,
erpnext,Account {0} is disabled.,,,erpnext/setup/doctype/company/company.py:266,,,
erpnext,Account {0} should be of type Expense,,,erpnext/accounts/doctype/journal_entry/journal_entry.py:337,,,
erpnext,Accountant,محاسب,,erpnext/setup/setup_wizard/data/designation.txt:1,,,reviewed_glossary
erpnext,Accounting Details,تفاصيل المحاسبة,,erpnext/accounts/doctype/dunning/dunning.json:None; erpnext/accounts/doctype/dunning_type/dunning_type.json:None; erpnext/accounts/doctype/pos_invoice/pos_invoice.json:None; erpnext/accounts/doctype/pos_invoice_item/pos_invoice_item.json:None; erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json:None; erpnext/accounts/doctype/sales_invoice/sales_invoice.json:None; erpnext/accounts/doctype/sales_invoice_item/sales_invoice_item.json:None; erpnext/buying/doctype/purchase_order_item/purchase_order_item.json:None; erpnext/stock/doctype/delivery_note_item/delivery_note_item.json:None; erpnext/stock/doctype/material_request_item/material_request_item.json:None; erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None; erpnext/subcontracting/doctype/subcontracting_order_item/subcontracting_order_item.json:None; erpnext/subcontracting/doctype/subcontracting_receipt_item/subcontracting_receipt_item.json:None; erpnext/subcontracting/doctype/subcontracting_receipt_supplied_item/subcontracting_receipt_supplied_item.json:None,Label of the accounting_details_section (Section Break) field in DocType | 'Dunning' | Label of the section_break_9 (Section Break) field in DocType 'Dunning Type' | Label of the more_info (Section Break) field in DocType 'POS Invoice' | Label of the accounting (Section Break) field in DocType 'POS Invoice Item' | 'Purchase Invoice' | Label of the more_info (Section Break) field in DocType 'Sales Invoice' | Label of the accounting (Section Break) field in DocType 'Sales Invoice | Item' | Label of the accounting_details (Section Break) field in DocType 'Purchase | Order Item' | 'Delivery Note Item' | 'Material Request Item' | 'Purchase Receipt Item' | 'Subcontracting Order Item' | 'Subcontracting Receipt Item' | 'Subcontracting Receipt Supplied Item',,reviewed_glossary
erpnext,Accounting Dimension Filter,عامل تصفية بُعد المحاسبة,,erpnext/accounts/doctype/accounting_dimension_filter/accounting_dimension_filter.json:None,Name of a DocType,,reviewed_glossary
erpnext,Accounting Dimensions Filter,عامل تصفية أبعاد المحاسبة,,erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.json:None,Label of the accounting_dimensions_section (Section Break) field in DocType | 'Payment Reconciliation',,reviewed_glossary
erpnext,Accounting Entry for LCV in Stock Entry {0},قيد محاسبي لسند التكلفة الإضافية في قيد المخزون {0},,erpnext/stock/doctype/stock_entry/stock_entry.py:1883; erpnext/stock/doctype/stock_entry/stock_entry.py:1903,,,reviewed_glossary
erpnext,Accounting Entry for Landed Cost Voucher for SCR {0},,,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.py:873,,,
erpnext,Accounting Entry for {0},,,erpnext/stock/doctype/purchase_receipt/purchase_receipt.py:736,,,
erpnext,Accounting entries are frozen up to this date. Only users with the specified role can create or modify entries before this date.,,,erpnext/setup/doctype/company/company.json:None,Description of the 'Accounts Frozen Till Date' (Date) field in DocType | 'Company',,
erpnext,Accounts Closing,إغلاق الحسابات,,erpnext/accounts/doctype/accounts_settings/accounts_settings.json:None; erpnext/setup/doctype/company/company.json:None,Label of the closing_settings_tab (Tab Break) field in DocType 'Accounts | Settings' | Label of the accounts_closing_tab (Tab Break) field in DocType 'Company',,reviewed_glossary
